Employee_ID,Attrition_rate
EID_22713,-0.0539919643547344
EID_9658,0.011140211214175313
EID_22203,-0.0377224028689339
EID_7652,0.09853343606804112
EID_6516,-0.02399505519789212
EID_20283,-0.017416246813139677
EID_21014,-0.07810592684514615
EID_7693,-0.034761338747707135
EID_13232,-0.02970468806347358
EID_6515,0.03300273171051006
EID_13639,-0.0030344658219295523
EID_14669,-0.10982423793923422
EID_16537,0.028527617282433707
EID_5782,-0.023534738404372577
EID_20157,-0.05824157655513994
EID_1855,0.04710787015371655
EID_20748,-0.013142371345479673
EID_23179,-0.024571101928828706
EID_12838,0.005200145783332069
EID_21656,-0.023961698420564267
EID_8844,-0.07553488949037056
EID_1536,0.048598525771714876
EID_8822,-0.012720878911470432
EID_11398,-0.006390891246880734
EID_12965,0.0003501560812361332
EID_5204,-0.009169028877214921
EID_10030,0.014030294549150293
EID_13227,0.03902604725465632
EID_20607,0.03292798443779778
EID_14070,0.008676123090349722
EID_3755,-0.01550836191545489
EID_5459,-0.013048330802079108
EID_7697,0.018974554793733125
EID_3935,-0.014633947046370097
EID_19046,-0.03744069109067137
EID_4040,-0.01692932459855899
EID_17730,0.0009840068754575354
EID_4995,-0.03243173475819182
EID_24653,0.0010116477813789798
EID_6978,0.05116516325214383
EID_13775,-0.012423225705156957
EID_14608,0.012962607576850096
EID_3148,0.03559333223778739
EID_24868,-0.01907321215721934
EID_5521,0.002120622954950538
EID_21155,-0.009568610175674994
EID_3840,-0.021280989169087147
EID_10646,0.015613917879461106
EID_6711,0.03786955389856063
EID_16247,-0.01954366048969934
EID_16789,0.008236668207327283
EID_17967,-0.023375605798903173
EID_13270,-0.06860054057381647
EID_18462,-0.01315648594482853
EID_22248,0.024218556949472517
EID_22693,-0.031600746138351274
EID_25662,-0.07480387363056283
EID_23346,0.009353597668724359
EID_4437,0.014071204105112992
EID_18108,0.006799680876070982
EID_7000,-0.030313560608668952
EID_22770,0.005580683479294982
EID_7816,-0.029557972185291756
EID_19615,0.018961335923073044
EID_23807,0.040833792960147566
EID_16764,-0.05085633379095521
EID_16818,-0.07798548774704138
EID_22712,-0.010613414966870724
EID_18198,-0.05395819029582381
EID_11154,-0.010031720574294009
EID_22137,0.0221809988816334
EID_11655,0.01726413081850943
EID_18514,0.006013634691420036
EID_24742,0.010749511853343954
EID_16019,-0.022336549210563925
EID_7357,0.0030944716396196364
EID_20106,0.09189907295907664
EID_13284,-0.028432189146631134
EID_5451,-0.006852680102764949
EID_19728,0.005623784527287193
EID_9178,-0.06915593462931612
EID_13177,-0.041147582385549705
EID_14300,0.00023157899650784464
EID_4379,0.007682314455397368
EID_11285,-0.009292720603848545
EID_14882,0.005976073524805239
EID_9969,-0.013519231963365339
EID_23643,0.007866186625095431
EID_5935,-0.015504563254325018
EID_7741,0.029872042225993836
EID_6176,-0.021720680602025574
EID_5418,0.04630124515655644
EID_20626,0.06147789936259186
EID_1725,0.016799640005377717
EID_14317,-0.006003201579832904
EID_12120,-0.014229519226324525
EID_20264,-0.02810289872634729
EID_16691,-0.040401671657987345
EID_1093,-0.040003356878498084
EID_2565,0.00930561765273065
EID_11463,-0.01443415695905946
EID_12005,0.03126279747123996
EID_10326,-0.009538975254344093
EID_12582,-0.01529774851548514
EID_18228,-0.004664641623052121
EID_11670,-0.022531693591186994
EID_24257,0.0018127551714334361
EID_7024,-0.019716033215139026
EID_10382,0.0383193406969219
EID_20210,-0.016186347472877935
EID_10294,0.013379821284648444
EID_19941,-0.012644691801445104
EID_25572,-0.007225875651475019
EID_7758,-0.024762624465009084
EID_22718,-0.053360039036013926
EID_1078,0.010157975086127272
EID_8227,0.03964023922823991
EID_1702,-0.02649944414819548
EID_3532,0.009051097932430877
EID_22452,-0.006146308188544322
EID_3019,-0.003291908384034467
EID_22264,0.01700870683966528
EID_9866,-0.07262547819273278
EID_3520,-0.018320163456282942
EID_21098,-0.04091014567523575
EID_1186,0.02974070232095051
EID_12355,-0.02174872045492192
EID_11020,-0.0020748162956217703
EID_19193,0.07648255652361592
EID_17787,0.022458990980038243
EID_13719,0.006418132703989957
EID_24449,-0.054679160988896455
EID_12957,-0.027832320325274926
EID_24794,-0.046305920538698406
EID_2866,0.0737819767589404
EID_10563,-0.03470276033461493
EID_22492,-0.012603781590880478
EID_4106,0.03718377474181302
EID_6648,-0.0279796812996108
EID_7209,0.006327933970313185
EID_9692,0.03416502138726875
EID_22763,-0.016796800906085138
EID_12622,0.005430278672114
EID_9831,-0.04023985779390636
EID_5731,0.010352185369764358
EID_1114,0.00789535274491672
EID_25017,0.0022354811460258
EID_22956,-0.01853846892880094
EID_5549,0.0035956785169841826
EID_12022,0.012086651093384262
EID_8034,0.038935385919787305
EID_20644,0.00777261272030251
EID_20125,-0.020066036135363938
EID_21957,-0.007711373523173179
EID_8870,-0.00851103767254778
EID_2305,-0.06270578298701278
EID_3977,-0.018911207474094124
EID_14845,0.027366513129501793
EID_6629,-0.04209366566905458
EID_14577,0.06360030604122414
EID_24509,-0.022463432480848686
EID_1530,0.06247302904363396
EID_21524,-0.09044577309628697
EID_6647,-0.0016520091837047696
EID_19730,-0.06614913722644376
EID_4424,-0.02715645540409227
EID_7964,-0.03338062760203263
EID_6289,-0.02343050412035229
EID_2899,0.02349769543923043
EID_2827,0.037306814167161875
EID_8801,0.010714866478103283
EID_20454,-0.060969505286094
EID_18988,0.06194800137391089
EID_8405,-0.024306494428576117
EID_14497,-0.041796795347555746
EID_11769,-0.027488956083970492
EID_21353,0.008830850772735169
EID_2221,-0.009315034178277157
EID_13218,0.03515908528932578
EID_4576,0.0245372402690628
EID_17470,-0.022348830958688434
EID_14817,-0.012632128315998567
EID_21845,-0.025769387970945065
EID_21987,-0.10261457123420557
EID_1168,0.021679945811063597
EID_14315,0.022961442589263373
EID_5043,-0.05762889737664288
EID_1967,-0.03853738778729841
EID_22274,0.004990209112720426
EID_11091,0.00785367480827949
EID_18421,-0.27054031039511284
EID_8316,-0.03747398667645051
EID_13308,-0.003103310303593218
EID_19481,-0.016050347815061414
EID_17732,-0.01934906485376829
EID_4504,0.0005316046942612923
EID_2539,0.08863653756292868
EID_19529,0.0024408210398435687
EID_2279,0.0065311736038341645
EID_14508,0.011073436460724242
EID_12241,0.035172009921296224
EID_11530,-0.03078711842430558
EID_20147,-0.04748455342116263
EID_6154,-0.05332270109253444
EID_3523,0.014944120952203557
